Country,JobSatisfaction,CareerSatisfaction
United States,5,8
United States,6,8
Brazil,NA,8
India,6,8
United States,7,8
United States,5,8
Australia,8,8
United States,8,8
Canada,8,8
India,6,8
India,8,8
United Kingdom,7,8
Germany,5,8
India,4,8
Germany,8,8
France,10,8
United States,7,8
United Kingdom,7,8
Brazil,7,8
United States,5,8
United States,9,8
United Kingdom,8,8
United States,8,8
United States,6,8
United States,10,8
Germany,NA,NA
United States,8,8
France,8,8
United States,7,8
United Kingdom,6,8
United States,6,8
United States,7,8
United States,8,8
Australia,8,8
India,5,8
India,6,8
India,7,8
India,7,8
United Kingdom,3,8
United Kingdom,8,8
United States,8,8
India,10,8
Germany,9,8
Belgium,NA,NA
France,8,8
United States,8,8
United States,8,8
United States,6,8
United Kingdom,NA,NA
India,4,8
United Kingdom,2,8
Belgium,NA,8
India,6,8
United Kingdom,8,8
Germany,NA,8
India,8,8
United Kingdom,7,8
India,9,8
France,9,8
United States,2,8
France,8,8
France,8,8
Germany,10,8
United Kingdom,9,8
United States,8,8
United States,0,8
United States,8,8
India,5,8
Germany,8,8
Germany,6,8
United States,8,8
France,NA,NA
Canada,7,8
United States,8,8
India,NA,NA
Netherlands,9,8
United States,4,8
India,7,8
India,8,8
Belgium,NA,NA
Germany,7,8
United Kingdom,5,8
India,8,8
United States,7,8
Bulgaria,8,8
United States,7,8
France,7,8
Germany,8,8
Germany,9,8
Germany,7,8
United States,7,8
India,8,8
United Kingdom,9,8
India,8,8
Germany,2,8
United Kingdom,5,8
Germany,7,8
United Kingdom,7,8
United Kingdom,NA,NA
United Kingdom,8,8
United Kingdom,10,8
United States,8,9
United States,9,9
United States,8,9
United States,9,9
United States,5,9
United States,6,9
Germany,9,9
India,NA,NA
Germany,9,9
Brazil,9,9
Germany,6,9
United Kingdom,7,9
United States,5,9
United Kingdom,8,9
Germany,NA,NA
India,NA,NA
France,7,9
United States,6,9
Brazil,8,9
United States,9,9
United States,NA,NA
United States,8,9
India,NA,NA
India,8,9
United States,7,9
Netherlands,NA,NA
Canada,7,9
United States,7,9
Netherlands,NA,NA
Netherlands,NA,NA
United States,8,9
Netherlands,10,9
United Kingdom,8,9
India,NA,NA
United States,8,9
United States,9,9
United States,8,9
Bangladesh,6,9
United States,8,9
Germany,NA,NA
Netherlands,1,9
United States,10,9
India,NA,NA
Germany,5,9
United States,8,9
United States,6,9
United States,9,9
United States,8,9
Germany,9,9
United States,6,9
United States,NA,9
India,NA,NA
Germany,NA,NA
United States,7,9
Brazil,9,9
United States,9,9
United States,NA,9
United States,10,9
United States,9,9
Canada,10,9
United States,8,9
United States,7,9
United States,7,9
Australia,8,9
United States,7,9
Germany,9,9
United States,8,9
United Kingdom,8,9
United States,7,9
United States,9,9
United States,9,9
United States,5,9
Germany,9,9
United States,9,9
United States,8,9
United States,9,9
United States,8,9
India,5,9
Germany,6,9
Germany,9,9
United Kingdom,NA,NA
United States,9,9
United States,9,9
United Kingdom,9,9
Netherlands,6,9
Germany,8,9
Canada,9,9
United States,9,9
Germany,NA,NA
India,NA,NA
United States,6,9
United States,9,9
United States,9,9
United States,6,9
United States,9,9
United States,8,9
United States,9,9
Germany,NA,9
Brazil,9,9
United States,8,9
United Kingdom,9,9
United Kingdom,NA,9
Italy,NA,NA
United States,8,9
United States,6,9
Canada,9,9
Germany,NA,NA
United States,9,9
Germany,NA,NA
United States,7,9
United States,9,9
United States,2,9
Canada,9,9
Brazil,9,9
United States,9,9
United States,7,9
Canada,9,9
United States,7,9
United Kingdom,NA,NA
United States,9,9
Jamaica,9,9
Germany,10,9
United States,9,9
United States,6,9
Canada,8,9
United States,9,9
France,NA,NA
United States,10,9
Germany,8,9
United States,8,9
United Kingdom,5,9
United States,8,9
United States,8,9
Canada,7,9
United States,8,9
United States,10,9
Germany,8,9
India,NA,NA
United States,9,9
United Kingdom,8,9
United States,8,9
United States,9,9
United States,9,9
United States,4,9
Germany,NA,NA
Brazil,2,9
Netherlands,7,9
United Kingdom,7,9
United Kingdom,6,9
United States,9,9
United States,9,9
United States,8,9
United States,5,9
United States,9,9
Germany,NA,NA
United States,9,9
United States,8,9
United States,8,9
United States,8,9
United States,9,9
United Kingdom,9,9
United States,9,9
Bulgaria,8,9
Netherlands,NA,NA
United States,8,9
Australia,9,9
United States,9,9
United Kingdom,9,9
Canada,8,9
Canada,6,9
Canada,9,9
United States,8,9
India,9,9
Germany,NA,NA
France,8,9
France,NA,NA
United States,7,9
United States,10,9
Germany,NA,NA
United Kingdom,8,9
India,7,9
United States,7,9
Canada,9,9
Germany,9,9
Netherlands,9,9
United States,5,9
France,9,9
United States,9,9
United States,8,9
United Kingdom,9,9
Germany,10,9
Belgium,9,9
United States,8,9
United States,9,9
United States,9,9
Germany,NA,NA
United States,5,9
United States,8,9
United States,9,9
Germany,3,9
India,NA,NA
United States,6,9
India,NA,NA
France,NA,NA
United States,9,9
Germany,NA,NA
United States,7,9
India,NA,NA
United States,8,9
Canada,7,9
United States,10,9
India,NA,NA
United States,7,9
United States,8,9
United States,9,9
United States,2,9
United States,NA,NA
India,NA,NA
Canada,9,9
United States,9,9
United States,9,9
United States,8,9
United States,10,9
United States,NA,9
United States,9,9
United States,9,9
United States,9,9
United States,9,9
Netherlands,9,9
United Kingdom,6,9
United States,8,9
India,NA,NA
Australia,NA,9
United States,9,9
United Kingdom,NA,NA
United States,3,9
Germany,NA,NA
Brazil,9,9
United States,10,9
United States,9,9
United States,7,9
United Kingdom,8,9
United States,7,9
Australia,7,9
United States,9,9
United States,8,9
Germany,9,9
United Kingdom,9,9
United States,9,9
United States,9,9
United States,7,9
Netherlands,NA,NA
United States,7,9
Australia,9,9
United States,9,9
United States,9,9
Australia,9,9
Germany,NA,NA
Canada,8,9
United States,8,9
United States,9,9
Australia,9,9
United States,8,9
Australia,9,9
United Kingdom,8,9
United States,10,9
United States,8,9
Canada,10,9
United States,8,9
France,NA,NA
United States,9,9
United States,9,9
Canada,9,9
Australia,9,9
United States,9,9
United States,7,9
United States,8,9
United States,8,9
India,NA,NA
United States,9,9
India,NA,NA
Australia,9,9
United Kingdom,NA,NA
United States,9,9
United States,8,9
China,9,9
India,5,9
Canada,9,9
United States,7,9
United States,8,9
United States,9,9
Canada,8,9
United States,9,9
Australia,9,9
Canada,9,9
United States,10,9
Australia,10,9
United States,9,9
Canada,7,9
Germany,NA,NA
Canada,9,9
United States,NA,9
United States,9,9
United States,8,9
United Kingdom,NA,9
Canada,7,9
Australia,9,9
United States,9,9
United States,NA,NA
United States,6,9
Australia,4,9
United States,10,9
United States,9,9
Australia,9,9
India,10,9
United Kingdom,NA,NA
India,9,9
Australia,9,9
India,4,9
India,6,9
Australia,9,9
India,9,9
United States,9,9
Australia,8,9
India,9,9
United States,8,9
United States,9,9
India,7,9
United States,8,9
Australia,9,9
India,9,9
France,NA,NA
India,9,9
United States,9,9
India,10,9
Netherlands,NA,NA
Netherlands,8,9
Brazil,NA,NA
Germany,9,9
United States,8,9
India,10,9
India,9,9
Germany,0,9
United States,NA,NA
United States,9,9
United States,7,9
United States,NA,NA
France,NA,9
India,7,9
France,NA,NA
Germany,8,9
United States,7,9
Germany,3,9
Australia,9,9
Germany,NA,NA
France,0,9
India,NA,NA
India,NA,NA
Australia,9,9
India,8,9
Germany,9,9
India,2,9
Germany,NA,NA
India,NA,NA
Germany,7,9
Netherlands,9,9
United Kingdom,9,9
India,NA,NA
France,9,9
India,6,9
France,NA,9
Brazil,NA,NA
Germany,NA,9
United Kingdom,9,9
India,8,9
United Kingdom,8,9
United Kingdom,9,9
United Kingdom,10,9
United Kingdom,9,9
India,7,9
Netherlands,4,9
India,7,9
India,6,9
Canada,9,9
Germany,6,9
India,8,9
Italy,7,9
France,8,9
Germany,8,9
Germany,9,9
United States,NA,NA
Italy,9,9
Germany,8,9
India,9,9
India,7,9
United Kingdom,9,9
United Kingdom,8,9
India,10,9
United Kingdom,6,9
India,6,9
Germany,9,9
United Kingdom,9,9
Netherlands,8,9
United Kingdom,9,9
United Kingdom,6,9
Canada,9,9
United States,5,9
United States,NA,NA
Italy,10,9
Germany,9,9
United Kingdom,9,9
United Kingdom,6,9
India,NA,NA
United States,10,9
Italy,9,9
United States,NA,NA
United States,8,9
Brazil,7,9
India,9,9
United States,9,9
United States,8,9
United States,8,9
India,NA,NA
Germany,9,9
India,7,9
United States,9,9
United States,9,9
Australia,8,9
United Kingdom,NA,NA
United Kingdom,NA,NA
United States,NA,NA
United States,9,9
India,8,9
Netherlands,8,9
United States,NA,NA
United States,NA,NA
United Kingdom,NA,NA
Australia,8,9
Canada,NA,NA
United States,9,9
United States,9,9
Canada,7,9
United States,9,9
Netherlands,7,9
United Kingdom,9,9
United Kingdom,8,9
Germany,9,9
France,NA,NA
United States,8,9
United States,9,9
Canada,3,9
United States,9,9
United States,8,9
United States,9,9
India,NA,NA
Netherlands,9,9
United Kingdom,9,9
United States,9,9
Italy,8,9
Belgium,8,9
India,NA,NA
France,8,9
Netherlands,8,9
United Kingdom,9,9
United States,NA,NA
Brazil,NA,NA
United Kingdom,9,9
United States,8,9
Netherlands,9,9
United States,NA,NA
United States,NA,NA
United Kingdom,10,9
Netherlands,10,9
United States,9,9
United States,NA,NA
United Kingdom,9,9
United States,9,9
United States,9,9
United Kingdom,9,9
United Kingdom,8,9
United States,9,9
United Kingdom,9,9
Germany,NA,NA
United Kingdom,7,9
United States,10,9
Brazil,8,9
India,NA,NA
Germany,8,9
Germany,7,9
United States,6,9
United States,9,9
United Kingdom,6,9
United States,8,9
Germany,9,9
China,10,9
Canada,NA,NA
Netherlands,7,9
Canada,6,9
United Kingdom,9,9
United States,9,9
Canada,9,9
Brazil,8,9
Germany,6,9
United States,NA,NA
United States,9,9
United States,9,9
United States,9,9
United Kingdom,9,9
Canada,8,9
Germany,7,9
Canada,9,9
United Kingdom,10,9
United States,10,9
United States,7,9
United States,8,9
United Kingdom,NA,NA
United Kingdom,NA,9
United States,NA,NA
France,9,9
United States,5,9
United Kingdom,9,9
France,10,9
United States,10,9
United Kingdom,8,9
United States,9,9
Germany,7,9
United States,10,9
Germany,9,9
Canada,9,9
Canada,7,9
United States,9,9
United States,8,9
United States,9,9
United States,8,9
United States,9,9
Brazil,8,9
United States,9,9
United States,9,9
Brazil,7,9
United States,9,9
United States,7,9
United States,9,9
United States,NA,NA
United States,9,9
France,8,9
France,NA,NA
Canada,8,9
United States,9,9
United States,9,9
Belgium,NA,NA
Netherlands,9,9
United States,8,9
United Kingdom,9,9
United States,9,9
United States,8,9
France,NA,NA
United States,NA,NA
United States,9,9
United States,9,9
United States,10,9
Germany,9,9
France,9,9
United States,NA,9
United States,10,9
Canada,9,9
United States,9,9
United Kingdom,9,9
United States,9,9
India,NA,NA
United States,NA,NA
Canada,9,9
France,NA,NA
United Kingdom,NA,NA
United States,NA,9
United States,8,9
Germany,9,9
France,NA,NA
United States,3,9
Germany,7,9
United States,8,9
United States,9,9
Italy,NA,NA
United States,8,9
United States,7,9
United States,9,9
United States,9,9
United Kingdom,8,9
United States,9,9
Canada,5,9
United States,9,9
United States,10,9
United States,NA,NA
United States,9,9
United States,9,9
France,9,9
United States,9,9
United States,9,9
United States,8,9
United States,NA,NA
United States,6,9
United States,NA,NA
Italy,NA,9
Canada,6,9
United States,7,9
United States,6,9
United States,8,9
Jamaica,NA,NA
United States,8,9
Netherlands,8,9
United States,8,9
United States,8,9
United States,9,9
Canada,9,9
United States,7,9
United Kingdom,NA,NA
United States,9,9
United States,9,9
United States,6,9
India,8,9
United States,10,9
Italy,NA,NA
Brazil,8,9
Germany,9,9
United States,8,9
United States,9,9
United States,9,9
Italy,9,9
United States,10,9
United States,7,9
United Kingdom,9,9
United States,9,9
United States,7,9
United States,7,9
United States,10,9
United Kingdom,9,9
United States,3,9
United States,8,9
Australia,9,9
United States,8,9
United States,9,9
United States,NA,NA
United States,9,9
United States,NA,NA
United States,9,9
France,NA,NA
France,9,9
United States,8,9
United Kingdom,NA,NA
United States,9,9
United States,NA,NA
United States,9,9
United States,NA,NA
Netherlands,9,9
United States,7,9
United States,9,9
United States,NA,NA
Canada,NA,NA
United States,8,9
United States,NA,9
United States,9,9
Germany,9,9
United States,NA,NA
Canada,8,9
United States,NA,9
Canada,9,9
United States,NA,NA
United States,9,9
India,9,9
United States,8,9
United States,9,9
United States,8,9
United States,NA,NA
Canada,NA,NA
Germany,9,9
United States,9,9
India,NA,NA
Canada,9,9
United States,7,9
United States,NA,9
India,7,9
United States,9,9
United States,1,9
Brazil,NA,NA
United Kingdom,NA,9
United States,NA,NA
Brazil,10,NA
Australia,9,9
United States,9,9
United States,9,9
Australia,7,9
United States,NA,NA
Canada,9,9
India,NA,NA
Germany,NA,NA
Canada,8,9
United States,NA,NA
United Kingdom,8,9
United States,NA,NA
Germany,9,9
United States,NA,NA
Australia,NA,NA
India,9,9
China,9,9
India,8,9
India,NA,NA
United States,NA,NA
India,NA,NA
India,NA,NA
United Kingdom,10,9
India,NA,NA
Brazil,10,9
France,9,9
Netherlands,10,9
United States,NA,NA
United States,8,9
Netherlands,9,9
United States,9,9
Netherlands,9,9
Bangladesh,NA,NA
United States,NA,9
Germany,8,9
United States,NA,NA
Brazil,NA,NA
France,NA,9
Canada,NA,NA
India,NA,NA
India,NA,NA
United Kingdom,10,9
India,NA,NA
India,NA,NA
United Kingdom,9,9
India,9,9
United States,3,9
United States,9,9
Germany,10,9
United States,NA,NA
India,NA,NA
United States,9,9
United States,9,9
Germany,8,9
Italy,9,9
United States,9,9
Belgium,9,9
United States,NA,NA
India,NA,NA
France,10,9
Canada,9,9
United States,8,9
India,NA,NA
United States,NA,NA
Germany,NA,NA
Germany,8,9
France,9,9
Germany,7,9
Germany,9,9
Australia,8,9
United States,8,9
Germany,7,9
United States,NA,9
Germany,9,9
Brazil,9,9
France,7,9
United Kingdom,9,9
Italy,9,9
United States,9,9
Canada,9,9
United States,NA,9
Canada,9,9
United States,6,9
United States,8,9
United States,NA,NA
United States,8,9
United States,9,9
United States,5,9
India,NA,NA
Canada,8,9
United Kingdom,NA,9
United States,5,9
India,NA,NA
United States,9,9
United States,9,9
United States,8,9
India,8,9
India,NA,NA
Brazil,9,9
Canada,8,9
India,9,9
United States,10,9
Netherlands,9,9
India,NA,NA
Germany,10,9
United Kingdom,10,9
Germany,8,9
Belgium,9,9
Italy,NA,NA
United Kingdom,7,9
Germany,NA,NA
Italy,9,9
United Kingdom,9,9
India,NA,NA
Canada,7,9
United States,9,9
India,NA,NA
United States,10,9
United States,10,9
India,9,9
Canada,9,9
France,9,9
United States,9,9
Germany,NA,9
United Kingdom,8,9
Germany,10,9
Canada,10,9
United States,9,9
Australia,NA,9
Germany,8,9
Australia,NA,NA
United States,7,9
United States,8,9
Canada,9,9
Canada,10,9
India,NA,NA
United States,10,9
India,9,9
Australia,6,9
Australia,8,9
Australia,9,9
India,7,9
India,NA,NA
India,9,9
India,9,9
Australia,7,9
India,9,9
Germany,8,9
India,3,9
India,8,9
India,6,9
India,8,9
India,9,9
India,10,9
Germany,8,9
Italy,9,9
Germany,9,9
Germany,8,9
Germany,8,9
India,9,9
France,NA,NA
India,8,9
India,8,9
Italy,NA,NA
Canada,NA,NA
Germany,9,9
United Kingdom,9,9
Netherlands,8,9
India,7,9
India,NA,NA
Germany,9,9
Brazil,8,9
France,7,9
Brazil,9,9
Italy,9,9
Italy,NA,NA
Belgium,9,9
India,9,9
India,NA,NA
United States,10,9
United Kingdom,7,9
France,9,9
United Kingdom,9,9
Germany,9,9
India,10,9
Germany,9,9
Italy,9,9
Bulgaria,8,9
United States,6,9
Bulgaria,9,9
Germany,NA,NA
United States,9,9
United States,9,9
United Kingdom,10,9
United States,8,9
United States,10,9
Germany,NA,NA
Germany,10,9
United States,9,9
United States,3,9
United States,9,9
United Kingdom,7,9
United States,9,9
France,NA,NA
France,8,9
Canada,10,9
United States,9,9
United States,9,9
United States,8,9
India,NA,NA
Brazil,9,9
United States,9,9
United Kingdom,9,9
Canada,8,9
India,7,9
United States,9,9
Germany,10,9
United States,9,9
United States,6,9
Germany,8,9
Germany,NA,NA
Canada,9,9
United States,8,9
United States,8,9
Brazil,7,9
Canada,9,9
United States,NA,9
Australia,9,9
Netherlands,7,9
United States,10,9
Canada,8,9
Germany,NA,NA
United States,9,9
United States,8,9
United Kingdom,NA,NA
United States,9,9
Germany,9,9
United Kingdom,NA,NA
United States,7,9
India,NA,NA
United States,9,9
Canada,9,9
United States,8,9
Brazil,9,9
United States,10,9
United States,8,9
United States,9,9
Canada,8,9
United States,NA,9
India,NA,NA
India,8,9
United States,9,9
Belgium,9,9
India,NA,NA
Germany,NA,NA
India,8,9
Italy,9,9
India,NA,NA
United Kingdom,9,9
United States,NA,NA
United Kingdom,NA,9
Germany,9,9
Netherlands,9,9
United Kingdom,9,9
Germany,NA,NA
United Kingdom,7,9
India,9,9
United Kingdom,9,9
Germany,7,9
France,NA,NA
United Kingdom,7,9
India,9,9
Germany,9,9
China,9,9
Netherlands,7,9
India,8,9
United Kingdom,9,9
United Kingdom,5,9
United Kingdom,9,9
Germany,9,9
United States,8,9
United Kingdom,8,9
Germany,6,9
India,8,9
United States,8,9
United States,9,9
Germany,6,9
United States,9,9
India,NA,NA
United Kingdom,9,9
United Kingdom,10,9
United States,9,9
France,9,9
India,NA,NA
United Kingdom,5,9
United Kingdom,9,9
United States,9,9
India,NA,NA
United States,9,9
United Kingdom,9,9
United States,9,9
India,NA,NA
United States,8,9
United States,5,9
Italy,10,9
United States,8,9
United States,9,9
United States,8,9
Netherlands,8,9
United States,9,9
United States,9,9
United States,10,9
United States,3,9
Australia,9,9
India,NA,NA
India,NA,NA
United States,6,9
Germany,NA,NA
United States,9,9
United States,9,9
Canada,8,9
Canada,7,9
United States,9,9
Canada,7,9
United States,9,9
United Kingdom,8,9
United States,7,9
United States,7,9
Germany,NA,NA
United States,9,9
India,NA,NA
United States,8,9
United States,8,9
United States,8,9
United Kingdom,NA,NA
United States,7,9
United Kingdom,NA,NA
United States,9,9
United States,8,9
India,NA,NA
United States,7,9
Australia,8,9
United States,7,9
United States,4,9
United States,7,9
United States,8,9
United States,3,9
Canada,10,9
United States,9,9
United States,10,9
United States,8,9
United States,NA,9
India,NA,NA
United States,8,9
Canada,9,9
United States,9,9
United States,5,9
India,7,9
United Kingdom,NA,NA
Australia,9,9
United States,10,9
United States,9,9
Australia,6,9
United States,8,9
Canada,9,9
United States,NA,9
India,9,9
India,8,9
Germany,9,9
United States,7,9
Italy,7,9
United States,9,9
Germany,9,9
India,9,9
India,10,9
India,NA,NA
India,NA,NA
India,8,9
India,9,9
United States,NA,NA
India,9,9
United Kingdom,10,9
France,NA,NA
United Kingdom,9,9
Germany,NA,NA
Germany,9,9
United Kingdom,9,9
United Kingdom,8,9
Netherlands,NA,NA
United Kingdom,NA,NA
India,9,9
Italy,NA,NA
India,6,9
India,9,9
India,NA,NA
India,10,9
United Kingdom,NA,NA
France,10,9
Germany,9,9
Netherlands,9,9
Germany,NA,NA
Germany,NA,NA
Australia,9,9
United States,8,9
India,8,9
India,5,9
United States,NA,9
France,9,9
United Kingdom,9,9
India,NA,NA
United States,7,9
Canada,3,9
United Kingdom,8,9
United States,7,9
United States,9,9
United States,7,9
United States,NA,NA
United States,7,9
United States,9,9
United States,9,9
Germany,10,9
Netherlands,NA,NA
Germany,NA,NA
United Kingdom,NA,NA
United States,9,9
France,NA,NA
United States,9,9
Germany,9,9
United States,8,9
Canada,9,9
United Kingdom,9,9
United States,NA,9
Germany,NA,NA
Bangladesh,9,9
Germany,7,9
United States,7,9
United States,8,9
United States,NA,NA
Australia,NA,NA
India,NA,NA
United States,7,9
United States,9,9
Germany,7,9
United States,8,9
United States,8,9
Canada,4,9
Germany,9,9
United States,9,9
Netherlands,9,9
Germany,NA,NA
United States,NA,9
Canada,9,9
United States,9,9
United States,9,9
United States,10,9
United States,10,9
United States,9,9
United States,10,9
United States,8,9
United States,3,9
Brazil,9,9
Germany,6,9
United States,8,9
United States,9,9
United Kingdom,7,9
Canada,9,9
United Kingdom,9,9
Italy,8,9
United States,8,9
United States,8,9
United States,8,9
United States,9,9
United States,4,9
United States,10,9
United States,9,9
United States,7,9
United States,6,9
India,NA,NA
Canada,6,9
United States,7,9
United States,9,9
Australia,NA,9
Italy,7,9
United States,10,9
Canada,10,9
United States,6,9
United States,9,9
Brazil,7,9
United States,9,9
Australia,9,9
United States,9,9
Germany,NA,NA
United States,9,9
United States,7,9
United States,7,9
United States,9,9
France,NA,NA
United States,NA,9
United States,6,9
Australia,10,9
Canada,9,9
Canada,NA,9
Australia,8,9
Canada,8,9
Australia,9,9
United States,9,9
United Kingdom,NA,NA
United States,8,9
Canada,7,9
Germany,NA,NA
India,8,9
United States,7,9
United States,9,9
United States,9,9
Germany,NA,NA
Germany,9,9
Canada,7,9
Germany,9,9
India,5,9
United States,3,9
China,7,9
United States,7,9
Bangladesh,9,9
United Kingdom,NA,NA
United Kingdom,NA,NA
Belgium,9,9
United Kingdom,7,9
United States,8,9
France,NA,NA
Netherlands,8,9
India,NA,NA
France,7,9
Germany,NA,NA
Germany,8,9
India,10,9
India,5,9
India,10,9
Bangladesh,9,9
Germany,10,9
United Kingdom,9,9
United Kingdom,9,9
United States,2,9
United Kingdom,9,9
United Kingdom,9,9
United States,10,9
United States,9,9
United States,9,9
United States,9,9
Canada,10,9
Germany,NA,NA
United States,6,9
United States,7,9
Italy,10,9
France,6,9
France,NA,NA
United Kingdom,9,9
Canada,9,9
Germany,9,9
Canada,10,9
France,9,9
India,NA,NA
United States,9,9
Jamaica,NA,NA
United Kingdom,9,9
Canada,8,9
United States,9,9
United Kingdom,NA,NA
United States,9,9
United States,9,9
United States,9,9
United States,9,9
United Kingdom,NA,NA
United Kingdom,9,9
United States,9,9
Germany,NA,NA
France,8,9
United States,7,9
Canada,9,9
United States,8,9
United States,8,9
United States,10,9
United States,10,9
United States,8,9
United States,8,9
Brazil,10,9
United States,9,9
United States,8,9
Canada,9,9
United States,9,9
United States,6,9
Canada,9,9
United States,8,9
United States,9,9
Canada,9,9
United States,8,9
United States,8,9
Canada,8,9
United States,9,9
United States,8,9
United States,8,9
United States,7,9
Brazil,8,9
United States,2,9
United States,6,9
United States,1,9
United States,9,9
United States,7,9
United Kingdom,8,9
United Kingdom,9,9
Brazil,6,9
Canada,6,9
United States,9,9
Germany,9,9
Canada,9,9
United States,9,9
United States,8,9
Canada,9,9
Canada,9,9
United States,10,9
Germany,7,9
United Kingdom,NA,NA
Brazil,8,9
Germany,8,9
United States,8,9
United Kingdom,9,9
United States,NA,NA
United States,9,9
United States,8,9
United States,9,9
United States,NA,NA
United States,7,9
Canada,8,9
United Kingdom,8,9
Italy,8,9
United States,7,9
United States,9,9
United States,9,9
Canada,8,9
United Kingdom,2,9
United States,9,9
United States,10,9
United States,9,9
Germany,8,9
France,9,9
United States,3,9
United States,7,9
United States,9,9
Italy,9,9
Germany,9,9
Italy,9,9
Canada,8,9
United States,9,9
United States,NA,NA
India,NA,NA
United States,8,9
Canada,7,9
Canada,9,9
United States,NA,NA
United States,9,9
United States,10,9
United States,9,9
United States,NA,NA
United States,9,9
United States,9,9
United States,NA,NA
United States,6,9
Netherlands,9,9
United Kingdom,NA,9
United States,7,9
United States,9,9
India,NA,NA
United States,6,9
United States,9,9
United States,8,9
United States,9,9
United States,NA,9
United States,9,9
United States,6,9
Australia,7,9
United States,7,9
United States,9,9
United States,9,9
United States,9,9
United States,1,9
United States,9,9
United States,9,9
India,9,9
Canada,9,9
United States,10,9
United States,9,9
United States,9,9
Australia,8,9
Germany,9,9
Australia,NA,9
India,9,9
Germany,NA,NA
France,NA,NA
Canada,8,9
France,7,9
United States,9,9
United Kingdom,8,9
India,9,9
United Kingdom,10,9
India,9,9
India,7,9
Germany,9,9
United Kingdom,10,9
United Kingdom,10,9
Germany,8,9
India,8,9
United Kingdom,8,9
United States,NA,NA
Germany,10,9
Germany,10,9
Netherlands,8,9
France,7,9
India,8,9
Germany,8,9
Germany,9,9
India,8,9
United States,7,9
United Kingdom,8,9
Netherlands,9,9
United Kingdom,9,9
India,9,9
Australia,9,9
United Kingdom,10,9
Germany,9,9
Canada,NA,9
United States,7,9
France,9,9
Netherlands,8,9
Netherlands,2,9
Canada,NA,NA
India,8,9
France,9,9
United States,9,9
United States,NA,NA
Bangladesh,5,9
United States,NA,NA
United States,8,9
India,8,9
United States,9,9
United Kingdom,9,9
Germany,9,9
Canada,8,9
Netherlands,10,9
United Kingdom,9,9
Germany,8,9
United Kingdom,8,9
France,9,9
United States,7,9
Canada,8,9
United States,8,9
United States,8,9
United Kingdom,NA,NA
United States,9,9
United States,8,9
France,9,9
United Kingdom,10,9
France,9,9
United States,9,9
United States,9,9
United States,8,9
United Kingdom,9,9
United Kingdom,7,9
Canada,7,9
United States,9,9
United States,9,9
United States,9,9
United States,10,9
United States,NA,NA
India,10,9
United States,9,9
United States,8,9
United States,9,9
United States,7,9
United States,7,9
Brazil,8,9
United Kingdom,10,9
United States,8,9
Germany,8,9
United States,9,9
United States,9,9
United States,9,9
United States,9,9
United States,NA,NA
United States,8,9
Germany,NA,9
United States,9,9
United States,6,9
United Kingdom,7,9
United States,7,9
United States,NA,NA
United States,10,9
United Kingdom,9,9
Germany,6,9
Canada,9,9
United States,7,9
Germany,9,9
United States,8,9
United Kingdom,7,9
Germany,9,9
United States,8,9
United Kingdom,6,9
Germany,10,9
Germany,9,9
Germany,8,9
Germany,9,9
United States,8,9
United States,9,9
United States,8,9
Germany,9,9
Canada,NA,NA
Germany,6,9
Germany,8,9
United States,4,9
United States,7,9
United States,9,9
United States,9,9
United States,7,9
United States,10,9
Brazil,8,9
Canada,9,9
Australia,NA,NA
United States,9,9
Germany,8,9
Canada,9,9
United States,9,9
United States,7,9
Bangladesh,9,9
Germany,8,9
India,9,9
Canada,NA,NA
Germany,9,9
United States,NA,NA
Germany,NA,9
Germany,10,9
United Kingdom,10,9
Germany,9,9
Germany,9,9
Germany,8,9
United Kingdom,9,9
Germany,7,9
Germany,NA,9
Germany,9,9
India,NA,NA
India,7,9
United States,NA,NA
France,9,9
United Kingdom,8,9
Germany,7,9
Germany,9,9
India,9,9
Netherlands,8,9
India,8,9
United States,7,9
France,10,9
India,8,9
India,8,9
United States,2,9
Canada,2,9
Canada,8,9
United Kingdom,9,9
United Kingdom,9,9
France,NA,9
Netherlands,8,9
United States,6,9
Netherlands,8,9
United States,7,9
United States,NA,9
Canada,9,9
France,9,9
Netherlands,9,9
Netherlands,7,9
Canada,9,9
United Kingdom,8,9
United States,9,9
Canada,9,9
United States,9,9
Belgium,9,9
Germany,6,9
United States,NA,9
United States,9,9
United Kingdom,9,9
Germany,NA,NA
United States,9,9
Canada,9,9
United Kingdom,9,9
United States,9,9
Canada,10,9
Canada,9,9
United States,9,9
United States,10,9
China,9,9
Australia,NA,9
Canada,7,9
France,9,9
Germany,10,9
Canada,9,9
Germany,9,9
Canada,8,9
Germany,9,9
United States,10,9
Belgium,NA,NA
Netherlands,8,9
Germany,7,9
Germany,9,9
India,4,9
United States,10,9
United Kingdom,8,9
Netherlands,10,9
United Kingdom,NA,NA
United States,9,9
United States,7,9
Germany,NA,NA
Canada,9,9
Brazil,7,9
Germany,8,9
Canada,10,9
United Kingdom,9,9
United States,9,9
Canada,9,9
France,9,9
Australia,2,9
United States,5,9
United States,9,9
United States,9,9
Canada,9,9
United States,9,9
United States,9,9
United States,9,9
Canada,NA,9
United States,4,9
United States,7,9
United States,NA,9
United States,6,9
United States,9,9
United Kingdom,NA,NA
India,9,9
India,8,9
Netherlands,NA,NA
India,NA,NA
United States,9,9
Canada,NA,9
Germany,NA,NA
India,6,9
United States,9,9
Italy,9,9
